title,conf,year,repo_name,repo_owner,created_at,stars_count,forks_count,subscribers_count,network_count,language,license,organization
When Unsupervised Domain Adaptation Meets Tensor Representations,ICCV,2017,TAISL,poppinace,2017-07-19 06:13:47,22,10,3,10,Matlab,MIT License,
Event-Based Visual Inertial Odometry,CVPR,2017,event_feature_tracking,daniilidis-group,2018-03-25 16:31:22,25,10,7,10,Matlab,Other,daniilidis-group
DropoutNet: Addressing Cold Start in Recommender Systems,NIPS,2017,DropoutNet,layer6ai-labs,2017-10-16 20:59:04,26,7,7,7,Python,Other,layer6ai-labs
Learning to Pivot with Adversarial Networks,NIPS,2017,paper-learning-to-pivot,glouppe,2016-08-02 05:27:02,20,13,4,13,Jupyter Notebook,,
Open Set Domain Adaptation,ICCV,2017,open-set-da,Heliot7,2017-10-12 19:30:56,25,5,4,5,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
Long Short-Term Memory Kalman Filters: Recurrent Neural Estimators for Pose Regularization,ICCV,2017,lstmkf_ICCV2017,Seleucia,2017-10-19 00:25:21,24,9,4,9,Python,,
Dual Discriminator Generative Adversarial Nets,NIPS,2017,D2GAN,tund,2017-11-03 12:28:53,22,10,1,10,Python,GNU General Public License v3.0,
Combined Group and Exclusive Sparsity for Deep Neural Networks,ICML,2017,CGES,jaehong-yoon93,2017-06-13 09:53:53,21,5,6,5,Python,,
Stochastic Generative Hashing,ICML,2017,Stochastic_Generative_Hashing,doubling,2017-01-30 21:45:43,18,14,2,14,Jupyter Notebook,Other,
Learning to Detect Sepsis with a Multitask Gaussian Process RNN Classifier,ICML,2017,MGP-RNN,jfutoma,2017-06-08 02:07:10,20,9,4,9,Python,,
Context Selection for Embedding Models,NIPS,2017,context-selection-embedding,blei-lab,2017-10-31 15:08:13,19,9,22,9,Python,,blei-lab
Learning Dynamic Siamese Network for Visual Object Tracking,ICCV,2017,DSiam,tsingqguo,2017-12-28 09:14:53,20,9,1,9,Matlab,,
Structured Generative Adversarial Networks,NIPS,2017,StructuredGAN,thudzj,2017-10-03 14:42:27,19,10,3,10,Python,,
Joint Gap Detection and Inpainting of Line Drawings,CVPR,2017,CVPR2017_linedrawings,kaidlc,2017-10-12 03:43:41,19,2,4,2,Lua,,
Skeleton Key: Image Captioning by Skeleton-Attribute Decomposition,CVPR,2017,Skeleton-key,feiyu1990,2017-06-13 21:30:55,20,8,2,8,Python,,
DualNet: Learn Complementary Features for Image Recognition,ICCV,2017,dualnet,ustc-vim,2017-07-21 02:40:25,17,13,4,13,Jupyter Notebook,,
A Bayesian Data Augmentation Approach for Learning Deep Models,NIPS,2017,keras-bda,toantm,2017-10-02 03:44:12,18,9,5,9,Python,,
Learning Compact Geometric Features,ICCV,2017,CGF,marckhoury,2017-10-20 10:17:21,19,5,1,5,C,,
Scene Parsing With Global Context Embedding,ICCV,2017,GCPNet,hfslyc,2017-08-03 05:01:03,20,6,5,6,Python,,
Predictive-Corrective Networks for Action Detection,CVPR,2017,predictive-corrective,achalddave,2017-07-20 04:29:58,17,2,5,2,Lua,MIT License,
Attentive Semantic Video Generation Using Captions,ICCV,2017,cap2vid,Singularity42,2017-07-30 13:06:16,18,15,0,15,Python,,
Estimating Mutual Information for Discrete-Continuous Mixtures,NIPS,2017,mixed_KSG,wgao9,2017-09-13 18:36:02,16,2,1,2,Python,,
Neural system identification for large populations separating “what” and “where”,NIPS,2017,NIPS2017,david-klindt,2017-09-28 14:09:20,17,3,4,3,Jupyter Notebook,,
Deep Future Gaze: Gaze Anticipation on Egocentric Videos Using Adversarial Networks,CVPR,2017,deepfuturegaze_gan,Mengmi,2017-03-21 16:23:09,17,4,2,4,Lua,,
Learning to Push the Limits of Efficient FFT-Based Image Deconvolution,ICCV,2017,fourier-deconvolution-network,uschmidt83,2017-10-15 07:49:22,16,7,5,7,Jupyter Notebook,"BSD 2-Clause ""Simplified"" License",
Accuracy First: Selecting a Differential Privacy Level for Accuracy Constrained ERM,NIPS,2017,Accuracy-First-Differential-Privacy,steven7woo,2017-11-02 15:16:26,19,12,3,12,Python,MIT License,
MDNet: A Semantically and Visually Interpretable Medical Image Diagnosis Network,CVPR,2017,mdnet-cvpr2017,zizhaozhang,2017-06-24 20:45:03,18,7,1,7,Jupyter Notebook,MIT License,
FALKON: An Optimal Large Scale Kernel Method,NIPS,2017,FALKON_paper,LCSL,2017-05-30 17:14:49,17,2,5,2,Matlab,,LCSL
InfoGAIL: Interpretable Imitation Learning from Visual Demonstrations,NIPS,2017,InfoGAIL,ermongroup,2017-11-16 03:44:18,20,6,7,35,C++,MIT License,ermongroup
Zero-Inflated Exponential Family Embeddings,ICML,2017,zero-inflated-embedding,blei-lab,2017-08-06 20:34:16,20,5,17,5,Python,Other,blei-lab
Deep Unsupervised Similarity Learning Using Partially Ordered Sets,CVPR,2017,deep_unsupervised_posets,asanakoy,2017-07-15 16:49:46,16,3,2,3,Python,"BSD 2-Clause ""Simplified"" License",
POSEidon: Face-From-Depth for Driver Pose Estimation,CVPR,2017,POSEidon-Biwi,gdubrg,2017-11-09 19:31:34,18,3,2,3,Python,,
Unpaired Image-To-Image Translation Using Cycle-Consistent Adversarial Networks,ICCV,2017,CycleGAN,junyanz,2017-03-30 15:56:21,7634,1233,358,1233,Lua,Other,
BIER - Boosting Independent Embeddings Robustly,ICCV,2017,bier,mop,2018-02-08 14:30:17,18,5,3,5,Python,GNU General Public License v3.0,
Deep Multitask Architecture for Integrated 2D and 3D Human Sensing,CVPR,2017,dmhs,alinionutpopa,2017-07-03 10:25:45,16,5,1,5,Matlab,"BSD 3-Clause ""New"" or ""Revised"" License",
Label Distribution Learning Forests,NIPS,2017,caffe-LDLForests,shenwei1231,2017-09-28 21:01:40,16,7,3,7,C++,,
"Chained Multi-Stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection",ICCV,2017,chained-multistream-networks,mzolfaghari,2018-01-26 14:43:55,17,2,4,2,Matlab,MIT License,
Learning Spherical Convolution for Fast Features from 360° Imagery,NIPS,2017,Spherical-Convolution,sammy-su,2017-11-01 22:03:39,21,6,4,6,Python,,
Deep Learning with Topological Signatures,NIPS,2017,nips2017,c-hofer,2017-10-13 05:16:06,17,7,0,7,Python,,
Shallow Updates for Deep Reinforcement Learning,NIPS,2017,Shallow_Updates_for_Deep_RL,Shallow-Updates-for-Deep-RL,2017-05-28 13:14:59,15,5,0,5,Lua,,
Automatic Discovery of the Statistical Types of Variables in a Dataset,ICML,2017,DataTypes,ivaleraM,2017-06-07 09:27:24,15,2,2,2,C++,,
Few-Shot Learning Through an Information Retrieval  Lens,NIPS,2017,few_shot_mAP_public,eleniTriantafillou,2017-07-11 17:10:52,16,1,2,1,Python,MIT License,
Structure-Measure: A New Way to Evaluate Foreground Maps,ICCV,2017,S-measure,DengPingFan,2017-07-26 05:01:00,15,6,2,6,Matlab,"BSD 3-Clause ""New"" or ""Revised"" License",
Learning Proximal Operators: Using Denoising Networks for Regularizing Inverse Imaging Problems,ICCV,2017,learn_prox_ops,tum-vision,2017-07-28 14:09:03,15,7,12,7,Python,GNU General Public License v3.0,tum-vision
Automatic Spatially-Aware Fashion Concept Discovery,ICCV,2017,fashion-200k,xthan,2017-08-26 01:12:59,17,6,1,6,,Apache License 2.0,
Streaming Weak Submodularity: Interpreting Neural Networks on the Fly,NIPS,2017,streak,eelenberg,2017-10-03 21:08:58,14,3,4,3,Python,Other,
Federated Multi-Task Learning,NIPS,2017,fmtl,gingsmith,2017-10-20 21:10:51,16,8,2,8,Matlab,Apache License 2.0,
Fully-Adaptive Feature Sharing in Multi-Task Networks With Applications in Person Attribute Classification,CVPR,2017,deep_share,luyongxi,2017-07-17 01:47:47,19,9,4,9,Python,,
Off-policy evaluation for slate recommendation,NIPS,2017,slates_semisynth_expts,adith387,2017-11-02 03:23:08,15,5,2,5,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Spatially-Varying Blur Detection Based on Multiscale Fused and Sorted Transform Coefficients of Gradient Magnitudes,CVPR,2017,HiFST,isalirezag,2017-04-18 19:00:14,16,9,2,9,Matlab,,
Spherical convolutions and their application in molecular modelling,NIPS,2017,NIPS2017,deepfold,2017-12-05 00:20:18,14,5,1,5,Python,,deepfold
"ExtremeWeather: A large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events",NIPS,2017,hur-detect,eracah,2016-05-26 05:47:10,13,9,3,9,Jupyter Notebook,,
Multi-Information Source Optimization,NIPS,2017,NIPS2017,misokg,2017-11-20 23:13:13,8,6,2,6,Python,Apache License 2.0,
Captioning Images With Diverse Objects,CVPR,2017,noc,vsubhashini,2017-11-26 18:40:18,13,6,2,6,C++,Other,
Weakly Supervised Affordance Detection,CVPR,2017,Weakly-Supervised-Affordance-Detection,ykztawas,2017-04-25 09:44:59,13,3,0,3,C++,,
Recurrent 3D Pose Sequence Machines,CVPR,2017,RPSM,MudeLin,2017-04-06 03:34:40,14,4,1,4,Lua,,
VQS: Linking Segmentations to Questions and Answers for Supervised Attention in VQA and Question-Focused Semantic Segmentation,ICCV,2017,vqs,Cold-Winter,2017-07-31 08:27:10,14,10,2,10,Python,,
Estimating Accuracy from Unlabeled Data: A Probabilistic Logic Approach,NIPS,2017,makina,eaplatanios,2014-06-20 16:59:17,16,2,18,2,Java,,
Coordinated Multi-Agent Imitation Learning,ICML,2017,MultiAgent-ImitationLearning,hoangminhle,2017-08-07 22:52:44,12,5,4,5,Python,,
Streaming Sparse Gaussian Process Approximations,NIPS,2017,streaming_sparse_gp,thangbui,2017-10-01 16:49:01,17,9,2,9,Python,Apache License 2.0,
Convexified Convolutional Neural Networks,ICML,2017,CCNN,zhangyuc,2016-12-12 21:22:33,12,4,3,4,Python,,
Realistic Dynamic Facial Textures From a Single Image Using GANs,ICCV,2017,ICCV-2017-Paper,leehomyc,2017-08-04 16:20:41,14,6,4,6,TeX,Apache License 2.0,
"Hunt For The Unique, Stable, Sparse And Fast Feature Learning On Graphs",NIPS,2017,FGSD,vermaMachineLearning,2017-10-11 18:26:19,13,2,1,2,Python,MIT License,
Neural Face Editing With Intrinsic Image Disentangling,CVPR,2017,NeuralFaceEditing,zhixinshu,2018-01-18 21:01:40,13,2,1,2,Lua,,
Deep Cross-Modal Hashing,CVPR,2017,DCMH-CVPR2017,jiangqy,2017-07-14 01:35:21,21,15,2,15,Matlab,,
Unrolled Memory Inner-Products: An Abstract GPU Operator for Efficient Vision-Related Computations,ICCV,2017,UMI,johnjohnlin,2017-10-11 17:36:55,12,2,2,2,C++,GNU General Public License v3.0,
Awesome Typography: Statistics-Based Text Effects Transfer,CVPR,2017,Text-Effects-Transfer,williamyang1991,2017-03-21 01:55:20,16,2,5,2,Matlab,,
Multigrid Neural Architectures,CVPR,2017,Multigrid-Neural-Architectures,buttomnutstoast,2016-11-28 22:44:14,12,9,12,9,Lua,Other,
Attributes2Classname: A Discriminative Model for Attribute-Based Unsupervised Zero-Shot Learning,ICCV,2017,attributes2classname,berkandemirel,2017-07-19 18:49:11,13,9,2,9,Python,MIT License,
Deep Supervised Discrete Hashing,NIPS,2017,DSDH-HashingCode,liqi-casia,2017-09-06 14:16:43,16,8,2,8,Matlab,,
Consensus Convolutional Sparse Coding,ICCV,2017,CCSC_code_ICCV2017,vccimaging,2017-08-02 11:49:21,13,4,4,4,Matlab,Other,vccimaging
Maximizing Subset Accuracy with Recurrent Neural Networks in Multi-label Classification,NIPS,2017,mlc2seq,JinseokNam,2017-11-05 01:18:28,12,2,2,2,Python,,
Generalized Deep Image to Image Regression,CVPR,2017,RBDN,venkai,2017-04-10 03:23:30,11,5,1,5,Python,Other,
Asynchronous Stochastic Gradient Descent with Delay Compensation,ICML,2017,Delayed-Compensation-Asynchronous-Stochastic-Gradient-Descent-for-Multiverso,Microsoft,2016-10-09 07:38:06,13,6,13,6,C++,Other,Microsoft
From Motion Blur to Motion Flow: A Deep Learning Solution for Removing Heterogeneous Motion Blur,CVPR,2017,motion-flow-syn,donggong1,2018-02-08 06:17:04,20,5,2,5,Matlab,,
Predictive State Recurrent Neural Networks,NIPS,2017,psrnn,cmdowney,2017-11-03 21:20:24,12,3,2,3,Python,Apache License 2.0,
Learning Diverse Image Colorization,CVPR,2017,divcolor,aditya12agd5,2017-04-20 05:46:49,13,5,1,5,Python,Apache License 2.0,
Deep Spatial-Semantic Attention for Fine-Grained Sketch-Based Image Retrieval,ICCV,2017,Deep_SBIR_tf,yuchuochuo1023,2018-03-26 15:57:57,16,3,3,3,Python,,
Differential Angular Imaging for Material Recognition,CVPR,2017,DAIN,jiaxue1993,2016-12-19 23:55:14,12,2,3,2,Matlab,,
On Fairness and Calibration,NIPS,2017,equalized_odds_and_calibration,gpleiss,2017-11-03 18:07:17,11,3,1,3,Python,MIT License,
Light Field Blind Motion Deblurring,CVPR,2017,Light_Field_Blind_Motion_Deblurring,pratulsrinivasan,2017-04-13 18:52:19,13,8,0,8,Jupyter Notebook,Apache License 2.0,
Joint Learning of Object and Action Detectors,ICCV,2017,joint-object-action-learning,vkalogeiton,2017-11-09 18:14:57,13,4,2,4,Matlab,MIT License,
VegFru: A Domain-Specific Dataset for Fine-Grained Visual Categorization,ICCV,2017,vegfru,ustc-vim,2017-07-20 08:14:59,11,5,1,5,Jupyter Notebook,,
Adversarial Image Perturbation for Privacy Protection -- A Game Theory Perspective,ICCV,2017,AIP,coallaoh,2017-04-12 14:39:19,11,5,2,5,Python,MIT License,
Learned Contextual Feature Reweighting for Image Geo-Localization,CVPR,2017,crn,hyojinie,2017-07-19 07:51:06,11,7,2,7,C++,,
Scalable Log Determinants for Gaussian Process Kernel Learning,NIPS,2017,GPML_SLD,kd383,2017-09-18 19:23:50,9,2,1,2,Matlab,,
Attend and Predict: Understanding Gene Regulation by Selective Attention on Chromatin,NIPS,2017,AttentiveChrome,QData,2017-09-27 19:41:49,12,5,3,5,Lua,MIT License,QData
f-GANs in an Information Geometric Nutshell,NIPS,2017,fgan_info_geometric,qulizhen,2017-06-21 16:10:00,10,5,2,5,Python,Apache License 2.0,
Learning Cross-Modal Deep Representations for Robust Pedestrian Detection,CVPR,2017,CMT-CNN,danxuhk,2017-06-04 13:42:33,10,10,5,10,C++,Other,
High-Order Attention Models for Visual Question Answering,NIPS,2017,HighOrderAtten,idansc,2017-11-04 15:37:36,11,4,3,4,Lua,,
Removing Rain From Single Images via a Deep Detail Network,CVPR,2017,Removing_Rain,XMU-smartdsp,2017-07-04 10:42:29,12,0,0,0,Cuda,,
Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization,NIPS,2017,ProxASAGA,fabianp,2017-06-09 18:49:51,9,5,1,5,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
Practical Data-Dependent Metric Compression with Provable Guarantees,NIPS,2017,quadsketch,talwagner,2017-11-02 03:50:15,9,6,2,6,C++,,
Attentional Correlation Filter Network for Adaptive Visual Tracking,CVPR,2017,ACFN,jongwon20000,2017-11-29 07:58:48,9,5,1,5,Matlab,,
Surface Normals in the Wild,ICCV,2017,surface_normals,princeton-vl,2017-11-18 00:36:25,14,7,1,7,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",princeton-vl
Fisher GAN,NIPS,2017,FisherGAN,tomsercu,2017-11-03 15:16:10,10,6,3,6,Python,Other,
Do Deep Neural Networks Suffer from Crowding?,NIPS,2017,eccentricity,CBMM,2017-06-28 19:25:23,9,6,6,10,Jupyter Notebook,Apache License 2.0,CBMM
Confident Multiple Choice Learning,ICML,2017,cmcl,chhwang,2017-05-23 04:34:17,10,5,2,5,Python,Apache License 2.0,
Higher-Order Integration of Hierarchical Convolutional Activations for Fine-Grained Visual Categorization,ICCV,2017,hihca,cssjcai,2017-11-02 13:02:12,11,2,2,2,C,,
Gradient descent GAN optimization is locally stable,NIPS,2017,gradient_regularized_gan,locuslab,2017-11-03 01:15:18,11,5,4,5,Python,,locuslab
Predicting Human Activities Using Stochastic Grammar,ICCV,2017,grammar-activity-prediction,SiyuanQi,2018-02-22 23:26:22,10,2,1,2,Python,MIT License,
Max-value Entropy Search for Efficient Bayesian Optimization,ICML,2017,Max-value-Entropy-Search,zi-w,2017-03-03 16:49:16,11,4,3,4,Matlab,MIT License,
Curriculum Dropout,ICCV,2017,curriculum-dropout,pmorerio,2017-07-31 08:26:35,9,3,3,3,Python,GNU General Public License v3.0,
Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation,NIPS,2017,cross-lipschitz,max-andr,2017-11-04 17:29:17,11,2,1,2,Python,,
Cost efficient gradient boosting,NIPS,2017,LightGBM-CEGB,svenpeter42,2017-05-21 13:15:03,8,1,3,1,C++,MIT License,
DeepNav: Learning to Navigate Large Cities,CVPR,2017,deepnav_cvpr17,samarth-robo,2017-07-16 02:31:07,8,9,1,9,C++,,
Introspective Neural Networks for Generative Modeling,ICCV,2017,inng,intermilan,2017-10-03 21:18:10,8,2,2,2,,,
Affinity Clustering: Hierarchical Clustering at Scale,NIPS,2017,AffinityClustering,MahsaDerakhshan,2017-10-24 05:09:06,8,1,1,1,Python,,
A Non-Convex Variational Approach to Photometric Stereo Under Inaccurate Lighting,CVPR,2017,robust_ps,yqueau,2017-05-07 21:02:12,8,5,3,5,Matlab,GNU General Public License v3.0,
"Plan, Attend, Generate: Planning for Sequence-to-Sequence Models",NIPS,2017,PAG,Dutil,2017-11-02 21:12:35,8,5,2,5,Python,,
Online multiclass boosting,NIPS,2017,OnlineBoostingWithVFDT,yhjung88,2017-10-23 21:22:50,8,1,3,1,Python,GNU General Public License v3.0,
A Multilayer-Based Framework for Online Background Subtraction With Freely Moving Cameras,ICCV,2017,MultilayerBSMC_ICCV17,EthanZhu90,2017-10-29 02:15:17,11,7,4,7,C++,MIT License,
Gaze Embeddings for Zero-Shot Image Classification,CVPR,2017,CVPR17,Noura-kr,2017-06-17 14:45:30,8,7,1,7,HTML,,
Revisiting IM2GPS in the Deep Learning Era,ICCV,2017,revisiting-im2gps,lugiavn,2017-08-21 00:00:49,9,1,1,1,Matlab,,
DeepPermNet: Visual Permutation Learning,CVPR,2017,deep-perm-net,rfsantacruz,2017-09-19 00:17:03,9,1,1,1,Jupyter Notebook,MIT License,
Towards a Visual Privacy Advisor: Understanding and Predicting Privacy Risks in Images,ICCV,2017,vpa,tribhuvanesh,2017-07-19 09:39:53,8,1,3,1,Python,Apache License 2.0,
Attention-Aware Face Hallucination via Deep Reinforcement Learning,CVPR,2017,facehallucination,ykshi,2018-05-28 06:16:46,7,3,1,3,Lua,,
Model-Powered Conditional Independence Test,NIPS,2017,CCIT,rajatsen91,2017-06-13 17:37:51,8,1,2,1,Python,,
Optimized Pre-Processing for Discrimination Prevention,NIPS,2017,nips2017,fair-preprocessing,2017-11-02 18:48:43,9,2,1,2,Jupyter Notebook,Apache License 2.0,
Diverse Image Annotation,CVPR,2017,DIA,wubaoyuan,2017-07-19 08:27:35,6,2,1,2,Matlab,,
Lost Relatives of the Gumbel Trick,ICML,2017,gumbel-relatives,matejbalog,2017-06-13 15:38:25,7,2,2,2,Python,MIT License,
Reflectance Adaptive Filtering Improves Intrinsic Image Estimation,CVPR,2017,reflectance-filtering,tnestmeyer,2017-04-13 13:26:34,8,3,1,3,Python,MIT License,
Weakly Supervised Learning of Deep Metrics for Stereo Reconstruction,ICCV,2017,mc-cnn-ws,tlkvstepan,2017-11-20 09:11:27,7,5,1,5,Lua,,
Centered Weight Normalization in Accelerating Training of Deep Neural Networks,ICCV,2017,CenteredWN,huangleiBuaa,2017-07-24 03:34:30,6,4,1,4,Lua,"BSD 2-Clause ""Simplified"" License",
Tensor Biclustering,NIPS,2017,Tensor-Biclustering,SoheilFeizi,2017-10-31 14:35:32,6,2,0,2,Matlab,MIT License,
Improving Training of Deep Neural Networks via Singular Value Bounding,CVPR,2017,svb,kui-jia,2017-04-20 09:44:59,5,1,0,1,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",
Bayesian inference on random simple graphs with power law degree distributions,ICML,2017,powerlawgraph,juho-lee,2017-08-27 07:50:31,6,1,2,1,Python,,
Building a Regular Decision Boundary With Deep Networks,CVPR,2017,deep_separation_contraction,edouardoyallon,2016-11-15 17:03:13,6,1,4,1,Python,,
Practical Hash Functions for Similarity Estimation and Dimensionality Reduction,NIPS,2017,Nips_MT,zera,2017-11-04 09:23:26,6,1,3,1,C++,MIT License,
Scalable Planning with Tensorflow for Hybrid Nonlinear Domains,NIPS,2017,PAPER_NIPS17_ScalablePlanning_Tensorflow,wuga214,2017-01-10 17:24:55,6,3,4,3,Jupyter Notebook,,
Deep Crisp Boundaries,CVPR,2017,CED,Wangyupei,2017-09-22 08:47:40,7,0,3,0,Python,Other,
Riemannian approach to batch normalization,NIPS,2017,riemannian-batch-normalization,MinhyungCho,2017-10-19 03:49:31,6,2,0,218,Python,MIT License,
Following Gaze in Video,ICCV,2017,Gaze-Following,recasens,2017-10-12 18:54:14,8,1,2,1,Python,,
Analyzing Hidden Representations in End-to-End Automatic Speech Recognition Systems,NIPS,2017,asr-repr-analysis,boknilev,2017-10-04 02:46:13,6,2,1,2,Lua,MIT License,
Reasoning About Fine-Grained Attribute Phrases Using Reference Games,ICCV,2017,attribute_phrases,jongchyisu,2017-10-16 18:48:49,7,0,3,0,Jupyter Notebook,,
Personalized Image Aesthetics,ICCV,2017,personalizedImageAesthetics,alanspike,2018-01-13 22:39:42,7,5,1,5,,,
Viraliency: Pooling Local Virality,CVPR,2017,lena_pooling,xavirema,2017-04-10 06:04:52,5,3,1,3,C++,Other,
Click Here: Human-Localized Keypoints as Guidance for Viewpoint Estimation,ICCV,2017,click-here-cnn,rszeto,2017-05-12 19:25:59,5,3,2,3,Python,Other,
Recursive Sampling for the Nystrom Method,NIPS,2017,recursive-nystrom,cnmusco,2017-09-05 20:26:20,5,3,2,3,Matlab,MIT License,
Learning From Video and Text via Large-Scale Discriminative Clustering,ICCV,2017,iccv17learning,antoine77340,2017-10-17 09:32:37,5,4,1,4,Matlab,,
Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition,NIPS,2017,learning-kis,thetak11,2017-10-24 17:02:50,7,4,1,4,Matlab,MIT License,
K-Medoids For K-Means Seeding,NIPS,2017,zentas,idiap,2016-09-15 10:45:00,6,3,3,3,C++,GNU General Public License v3.0,idiap
"Sticking the Landing: Simple, Lower-Variance Gradient Estimators for Variational Inference",NIPS,2017,iwae,geoffroeder,2017-02-08 21:37:29,5,0,1,39,Python,,
NeuralFDR: Learning Discovery Thresholds from Hypothesis Features,NIPS,2017,NeuralFDR,fxia22,2017-04-14 23:19:48,5,5,2,5,Python,,
Diving into the shallows: a computational perspective on large-scale shallow learning,NIPS,2017,EigenPro-tensorflow,EigenPro,2017-07-07 22:24:21,5,1,1,1,Python,MIT License,
Sparse convolutional coding for neuronal assembly detection,NIPS,2017,Sparse-convolutional-coding-for-neuronal-assembly-detection,sccfnad,2017-05-07 18:37:22,5,0,0,0,Python,,
Testing and Learning on Distributions with Symmetric Noise Invariance,NIPS,2017,phase_learn,hcllaw,2017-03-03 16:26:26,5,3,2,3,Jupyter Notebook,Other,
Point to Set Similarity Based Deep Feature Learning for Person Re-Identification,CVPR,2017,Point-to-Set-Similarity-Based-Deep-Feature-Learning-for-Person-Re-identification,samaonline,2017-06-07 18:59:14,5,0,3,0,,Apache License 2.0,
Rotation Equivariant Vector Field Networks,ICCV,2017,RotEqNet,dmarcosg,2017-08-25 10:55:19,5,6,0,6,Matlab,,
Regret Minimization in MDPs with Options without Prior Knowledge,NIPS,2017,UCRL,RonanFR,2017-05-04 06:50:21,8,0,3,0,Python,,
SubUNets: End-To-End Hand Shape and Continuous Sign Language Recognition,ICCV,2017,SubUNets,neccam,2017-07-24 12:25:13,7,1,5,1,Shell,Apache License 2.0,
Cross-Modality Binary Code Learning via Fusion Similarity Hashing,CVPR,2017,FSH,LynnHongLiu,2017-08-25 07:40:44,5,3,2,3,Matlab,,
Joint Discovery of Object States and Manipulation Actions,ICCV,2017,object-states-action,jalayrac,2017-10-22 23:12:33,4,0,1,0,Matlab,MIT License,
Zero-Shot Recognition Using Dual Visual-Semantic Mapping Paths,CVPR,2017,Zero-Shot-Recognition-using-Dual-Visual-Semantic-Mapping-Paths,YanaLee,2017-07-10 06:54:56,4,3,2,3,Matlab,,
Active Decision Boundary Annotation With Deep Generative Models,ICCV,2017,ActiveBoundary,MiriamHu,2017-07-21 12:41:45,5,2,3,2,Python,MIT License,
Object Co-Skeletonization With Co-Segmentation,CVPR,2017,Object-Co-skeletonization-with-Co-segmentation,jkoteswarrao,2017-10-05 15:34:40,4,0,1,0,,,
Conic Scan-and-Cover algorithms for nonparametric topic modeling,NIPS,2017,Geometric-Topic-Modeling,moonfolk,2017-09-05 00:49:39,5,4,1,4,Python,,
"Decoupling ""when to update"" from ""how to update""",NIPS,2017,UpdateByDisagreement,emalach,2017-10-21 14:31:35,4,1,2,1,Python,,
ROAM: A Rich Object Appearance Model With Application to Rotoscoping,CVPR,2017,roam,omiksik,2017-07-14 21:06:01,5,6,4,6,C++,,
Understanding Black-box Predictions via Influence Functions,ICML,2017,influence-release,kohpangwei,2017-06-08 20:58:47,331,92,19,92,Jupyter Notebook,MIT License,
Guarantees for Greedy Maximization of Non-submodular Functions with Applications,ICML,2017,non-submodular-max,bianan,2017-06-06 07:05:44,4,1,2,1,Matlab,,
Forecasting Human Dynamics From Static Images,CVPR,2017,skeleton2d3d,ywchao,2018-06-25 02:55:03,6,1,2,1,Matlab,,
From Bayesian Sparsity to Gated Recurrent Nets,NIPS,2017,SBL-LSTM-Net,hehaodele,2017-10-14 22:17:48,8,2,1,2,Lua,MIT License,
Discover and Learn New Objects From Documentaries,CVPR,2017,documentary-learning,hellock,2017-06-19 15:14:08,5,1,3,1,,MIT License,
Bottleneck Conditional Density Estimation,ICML,2017,bcde,RuiShu,2017-06-29 21:24:42,4,0,3,0,Python,MIT License,
Grad-CAM: Visual Explanations From Deep Networks via Gradient-Based Localization,ICCV,2017,grad-cam,ramprs,2016-05-27 19:37:36,338,76,17,76,Lua,,
From Red Wine to Red Tomato: Composition With Context,CVPR,2017,composing_cvpr17,imisra,2017-09-18 01:10:51,4,0,1,0,Python,,
Predicting Salient Face in Multiple-Face Videos,CVPR,2017,salient-face-in-MUVFET,tonysy,2017-03-11 16:32:43,4,5,2,5,Matlab,Other,
Learning Cooperative Visual Dialog Agents With Deep Reinforcement Learning,ICCV,2017,visdial-rl,batra-mlp-lab,2018-06-16 02:59:15,107,17,11,17,Python,,batra-mlp-lab
Deep Recurrent Neural Network-Based Identification of Precursor microRNAs,NIPS,2017,deepMiRGene,eleventh83,2017-10-31 05:24:26,4,1,1,1,Python,,
Pose-Aware Person Recognition,CVPR,2017,person_recognition,vijaykumar01,2017-02-21 10:51:19,4,3,1,3,Jupyter Notebook,,
Differentially private Bayesian learning on distributed data,NIPS,2017,dca-nips2017,DPBayes,2017-11-01 12:20:38,4,0,4,0,Python,MIT License,DPBayes
Question Asking as Program Generation,NIPS,2017,question_dataset,anselmrothe,2017-11-03 23:07:31,5,4,3,4,,,
Multi-way Interacting Regression via Factorization Machines,NIPS,2017,MiFM,moonfolk,2017-09-05 02:13:37,4,1,0,1,Python,,
Counting Everyday Objects in Everyday Scenes,CVPR,2017,cvpr2017_counting,prithv1,2017-12-11 09:57:01,3,1,1,1,Lua,,
Aesthetic Critiques Generation for Photos,ICCV,2017,DeepPhotoCritic-ICCV17,kunghunglu,2017-10-18 18:50:58,3,3,1,3,Lua,,
Making Deep Neural Networks Robust to Label Noise: A Loss Correction Approach,CVPR,2017,loss-correction,giorgiop,2017-04-01 08:34:21,30,11,7,11,Python,,
